interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,timestamp_seconds,response_time_sec,efficiency_score,confidence_norm,impact_score,low_confidence_flag,high_impact_flag,slow_response_flag,low_feedback_flag,risk_score,risk_level
INT-102574,2026-01-13 13:11:31.858167,Marketing,Executive,Forecast next quarter revenue,Sales,ROI,Predictive,0.85,2465,3.0,Low,,2.465,0.28860028860028863,0.8585858585858586,1.0,0,0,1,0,0.2,Low Risk
INT-102575,2025-04-08 04:57:31.858168,Operations,Manager,Show monthly revenue trend,Marketing,Conversion Rate,Trend Analysis,0.86,378,1.0,High,,0.378,0.7256894049346879,0.8686868686868687,3.0,0,1,0,1,0.4,Medium Risk
INT-102576,2025-07-08 08:47:31.858170,HR,Manager,Show monthly revenue trend,Customer,Revenue,Descriptive,0.67,382,1.0,Medium,,0.382,0.723589001447178,0.6767676767676768,2.0,0,0,0,1,0.1,Low Risk
INT-102577,2025-12-25 19:40:31.858172,Marketing,Manager,Compare sales performance by region,Sales,Churn Rate,Trend Analysis,0.79,1959,3.0,Medium,,1.959,0.33795201081446435,0.797979797979798,2.0,0,0,0,0,0.0,Low Risk
INT-102578,2025-10-02 16:42:31.858174,Sales,Executive,Compare sales performance by region,Revenue,Profit Margin,Predictive,0.74,1387,4.0,Medium,,1.387,0.41893590280687054,0.7474747474747475,2.0,0,0,0,0,0.0,Low Risk
INT-102579,2025-07-27 09:40:31.858176,Sales,Analyst,Which campaign had highest ROI?,Sales,Conversion Rate,Predictive,0.78,1969,5.0,High,,1.969,0.3368137420006736,0.787878787878788,3.0,0,1,0,0,0.3,Medium Risk
INT-102580,2025-08-22 11:09:31.858177,Sales,Analyst,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.91,1600,4.0,Low,,1.6,0.3846153846153846,0.9191919191919192,1.0,0,0,0,0,0.0,Low Risk
INT-102581,2025-08-09 07:36:31.858179,Operations,Analyst,What is customer churn rate?,Customer,ROI,Predictive,0.78,904,4.0,Medium,,0.904,0.5252100840336135,0.787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-102582,2025-08-18 02:44:31.858181,Operations,Manager,What is customer churn rate?,Customer,Revenue,Predictive,0.62,696,3.0,Medium,,0.696,0.589622641509434,0.6262626262626263,2.0,0,0,0,0,0.0,Low Risk
INT-102583,2026-01-13 00:40:31.858183,Marketing,Executive,Show monthly revenue trend,Customer,ROI,Predictive,0.95,796,5.0,,,0.796,0.5567928730512249,0.9595959595959596,,0,0,0,0,0.0,Low Risk
INT-102584,2025-05-20 15:12:31.858185,HR,Manager,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.81,673,3.0,Low,,0.673,0.5977286312014345,0.8181818181818182,1.0,0,0,0,0,0.0,Low Risk
INT-102585,2025-09-17 03:19:31.858186,Marketing,Analyst,Show monthly revenue trend,Revenue,Profit Margin,Predictive,0.96,884,3.0,Medium,,0.884,0.5307855626326964,0.9696969696969697,2.0,0,0,0,0,0.0,Low Risk
INT-102586,2025-08-15 16:03:31.858188,Finance,Analyst,Show monthly revenue trend,Customer,Revenue,Trend Analysis,0.82,1260,4.0,,,1.26,0.4424778761061947,0.8282828282828283,,0,0,0,0,0.0,Low Risk
INT-102587,2025-10-08 12:38:31.858190,Sales,Executive,Compare sales performance by region,Revenue,Revenue,Predictive,0.63,1822,4.0,High,,1.822,0.3543586109142452,0.6363636363636364,3.0,0,1,0,0,0.3,Medium Risk
INT-102588,2025-12-26 15:59:31.858192,Sales,Manager,What is customer churn rate?,Sales,ROI,Predictive,0.82,1864,3.0,Low,,1.864,0.34916201117318435,0.8282828282828283,1.0,0,0,0,0,0.0,Low Risk
INT-102589,2025-04-07 06:48:31.858193,Sales,Intern,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.82,518,1.0,Medium,,0.518,0.6587615283267457,0.8282828282828283,2.0,0,0,0,1,0.1,Low Risk
INT-102590,2025-05-21 16:26:31.858195,Marketing,Intern,Forecast next quarter revenue,Revenue,Conversion Rate,Trend Analysis,0.68,1635,1.0,Low,,1.635,0.3795066413662239,0.686868686868687,1.0,0,0,0,1,0.1,Low Risk
INT-102591,2025-09-19 09:40:31.858197,Marketing,Analyst,Forecast next quarter revenue,Customer,Conversion Rate,Descriptive,0.78,1894,5.0,High,,1.894,0.3455425017277125,0.787878787878788,3.0,0,1,0,0,0.3,Medium Risk
INT-102592,2025-09-07 03:21:31.858202,Sales,Executive,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.78,2188,1.0,Medium,,2.188,0.31367628607277287,0.787878787878788,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-102593,2025-05-16 02:19:31.858204,Marketing,Manager,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.84,428,4.0,High,,0.428,0.700280112044818,0.8484848484848485,3.0,0,1,0,0,0.3,Medium Risk
INT-102594,2025-11-20 14:13:31.858205,Operations,Manager,What is customer churn rate?,Marketing,Conversion Rate,Predictive,0.7,928,2.0,,,0.928,0.5186721991701245,0.7070707070707071,,0,0,0,1,0.1,Low Risk
INT-102595,2025-03-29 09:25:31.858207,Operations,Analyst,What is customer churn rate?,Marketing,Revenue,Descriptive,0.83,1487,2.0,,,1.487,0.4020908725371934,0.8383838383838383,,0,0,0,1,0.1,Low Risk
INT-102596,2025-11-27 21:15:31.858209,Marketing,Analyst,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.69,1710,3.0,High,,1.71,0.36900369003690037,0.6969696969696969,3.0,0,1,0,0,0.3,Medium Risk
INT-102597,2025-11-24 00:31:31.858211,Sales,Manager,Show monthly revenue trend,Sales,Churn Rate,Trend Analysis,0.77,760,1.0,Low,,0.76,0.5681818181818182,0.7777777777777778,1.0,0,0,0,1,0.1,Low Risk
INT-102598,2025-06-18 03:50:31.858213,Marketing,Manager,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.65,1575,2.0,Low,,1.575,0.3883495145631068,0.6565656565656566,1.0,0,0,0,1,0.1,Low Risk
INT-102599,2025-05-26 18:29:31.858214,Marketing,Analyst,Forecast next quarter revenue,Customer,Revenue,Trend Analysis,0.61,1665,4.0,Medium,,1.665,0.37523452157598497,0.6161616161616161,2.0,0,0,0,0,0.0,Low Risk
INT-102600,2025-06-23 21:33:31.858216,Marketing,Manager,Show monthly revenue trend,Sales,Revenue,Descriptive,0.73,224,3.0,Medium,,0.224,0.8169934640522876,0.7373737373737373,2.0,0,0,0,0,0.0,Low Risk
INT-102601,2025-03-30 07:35:31.858218,Finance,Intern,Compare sales performance by region,Sales,Churn Rate,Predictive,0.71,1354,5.0,Low,,1.354,0.42480883602378927,0.7171717171717171,1.0,0,0,0,0,0.0,Low Risk
INT-102602,2025-11-05 14:52:31.858220,Operations,Analyst,Compare sales performance by region,Finance,ROI,Trend Analysis,0.76,569,1.0,Medium,,0.569,0.6373486297004461,0.7676767676767677,2.0,0,0,0,1,0.1,Low Risk
INT-102603,2025-06-21 18:11:31.858222,HR,Manager,What is customer churn rate?,Marketing,ROI,Trend Analysis,0.98,1659,5.0,,,1.659,0.37608123354644607,0.98989898989899,,0,0,0,0,0.0,Low Risk
INT-102605,2026-01-24 05:10:31.858226,Finance,Executive,What is customer churn rate?,Marketing,Conversion Rate,Predictive,0.82,810,1.0,Low,,0.81,0.5524861878453039,0.8282828282828283,1.0,0,0,0,1,0.1,Low Risk
INT-102607,2025-12-27 20:32:31.858230,Finance,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Descriptive,0.96,2025,2.0,Medium,,2.025,0.3305785123966942,0.9696969696969697,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-102608,2025-11-09 09:23:31.858231,Finance,Executive,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.94,2235,4.0,High,,2.235,0.3091190108191654,0.9494949494949495,3.0,0,1,1,0,0.5,Medium Risk
INT-102609,2025-08-10 09:15:31.858233,Sales,Intern,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.64,1420,3.0,Medium,,1.42,0.4132231404958678,0.6464646464646465,2.0,0,0,0,0,0.0,Low Risk
INT-102610,2025-09-24 15:31:31.858235,Operations,Manager,Forecast next quarter revenue,Finance,ROI,Trend Analysis,0.85,2356,4.0,,,2.356,0.29797377830750893,0.8585858585858586,,0,0,1,0,0.2,Low Risk
INT-102611,2025-05-28 12:30:31.858237,HR,Executive,Show monthly revenue trend,Revenue,Churn Rate,Predictive,0.92,2083,4.0,High,,2.083,0.3243593902043464,0.9292929292929294,3.0,0,1,1,0,0.5,Medium Risk
INT-102612,2025-03-13 14:05:31.858239,Marketing,Analyst,Compare sales performance by region,Customer,Churn Rate,Trend Analysis,0.93,2146,3.0,,,2.146,0.3178639542275906,0.9393939393939394,,0,0,1,0,0.2,Low Risk
INT-102613,2025-04-10 16:35:31.858240,HR,Manager,Forecast next quarter revenue,Revenue,Conversion Rate,Trend Analysis,0.83,919,4.0,High,,0.919,0.5211047420531527,0.8383838383838383,3.0,0,1,0,0,0.3,Medium Risk
INT-102614,2025-10-18 20:26:31.858242,HR,Executive,Forecast next quarter revenue,Finance,Churn Rate,Predictive,0.61,1305,4.0,High,,1.305,0.4338394793926248,0.6161616161616161,3.0,0,1,0,0,0.3,Medium Risk
INT-102615,2025-09-14 12:31:31.858244,Operations,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Descriptive,0.98,1760,4.0,High,,1.76,0.3623188405797102,0.98989898989899,3.0,0,1,0,0,0.3,Medium Risk
INT-102619,2025-11-05 08:31:31.858251,Operations,Intern,Compare sales performance by region,Customer,Churn Rate,Predictive,0.77,1953,5.0,Low,,1.953,0.3386386725364036,0.7777777777777778,1.0,0,0,0,0,0.0,Low Risk
INT-102620,2026-01-04 06:38:31.858253,Sales,Executive,Forecast next quarter revenue,Customer,Revenue,Descriptive,0.69,2126,3.0,Medium,,2.126,0.3198976327575176,0.6969696969696969,2.0,0,0,1,0,0.2,Low Risk
INT-102621,2025-11-12 08:47:31.858255,Marketing,Intern,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.73,555,3.0,High,,0.555,0.6430868167202571,0.7373737373737373,3.0,0,1,0,0,0.3,Medium Risk
INT-102622,2025-08-14 03:05:31.858257,HR,Analyst,What is customer churn rate?,Revenue,Profit Margin,Predictive,0.98,2258,2.0,High,,2.258,0.3069367710251688,0.98989898989899,3.0,0,1,1,1,0.6,Medium Risk
INT-102624,2025-03-21 14:48:31.858260,Sales,Analyst,Compare sales performance by region,Customer,Revenue,Descriptive,0.81,1794,2.0,Medium,,1.794,0.35790980672870437,0.8181818181818182,2.0,0,0,0,1,0.1,Low Risk
INT-102625,2025-04-25 14:44:31.858265,Marketing,Analyst,What is customer churn rate?,Sales,ROI,Predictive,0.93,1875,3.0,Medium,,1.875,0.34782608695652173,0.9393939393939394,2.0,0,0,0,0,0.0,Low Risk
INT-102626,2025-08-19 12:10:31.858267,Sales,Manager,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.81,2070,2.0,Medium,,2.07,0.32573289902280134,0.8181818181818182,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-102627,2025-07-07 14:48:31.858269,Finance,Executive,Forecast next quarter revenue,Marketing,Churn Rate,Trend Analysis,0.73,1345,2.0,,,1.345,0.4264392324093817,0.7373737373737373,,0,0,0,1,0.1,Low Risk
INT-102628,2025-11-23 13:51:31.858271,HR,Manager,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.8,2312,2.0,Medium,,2.312,0.30193236714975846,0.8080808080808082,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-102629,2025-10-07 02:34:31.858272,Sales,Analyst,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.64,324,4.0,,,0.324,0.755287009063444,0.6464646464646465,,0,0,0,0,0.0,Low Risk
INT-102630,2025-05-07 23:01:31.858274,Marketing,Analyst,Which campaign had highest ROI?,Sales,Churn Rate,Trend Analysis,0.65,511,1.0,Low,,0.511,0.6618133686300463,0.6565656565656566,1.0,0,0,0,1,0.1,Low Risk
INT-102631,2025-11-16 16:03:31.858276,HR,Executive,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.87,974,4.0,Medium,,0.974,0.5065856129685917,0.8787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-102632,2025-09-12 00:28:31.858278,Finance,Manager,Compare sales performance by region,Revenue,Conversion Rate,Predictive,0.96,1673,5.0,High,,1.673,0.37411148522259635,0.9696969696969697,3.0,0,1,0,0,0.3,Medium Risk
INT-102633,2025-05-31 19:57:31.858280,HR,Analyst,Forecast next quarter revenue,Customer,ROI,Descriptive,0.88,2031,5.0,Medium,,2.031,0.3299241174529858,0.888888888888889,2.0,0,0,1,0,0.2,Low Risk
INT-102634,2025-03-25 18:31:31.858282,Sales,Intern,Which campaign had highest ROI?,Sales,ROI,Predictive,0.63,893,2.0,Low,,0.893,0.5282620179609087,0.6363636363636364,1.0,0,0,0,1,0.1,Low Risk
INT-102636,2025-09-17 15:58:31.858285,Marketing,Analyst,Show monthly revenue trend,Marketing,Churn Rate,Predictive,0.6,1576,5.0,High,,1.576,0.38819875776397517,0.6060606060606061,3.0,0,1,0,0,0.3,Medium Risk
INT-102637,2025-06-11 15:51:31.858287,Finance,Executive,What is customer churn rate?,Finance,Conversion Rate,Trend Analysis,0.8,2043,1.0,Medium,,2.043,0.3286230693394676,0.8080808080808082,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-102638,2025-09-17 22:15:31.858289,Finance,Intern,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.68,1189,4.0,Medium,,1.189,0.4568296025582458,0.686868686868687,2.0,0,0,0,0,0.0,Low Risk
INT-102639,2025-09-27 04:00:31.858291,Operations,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Descriptive,0.94,1952,4.0,Low,,1.952,0.33875338753387535,0.9494949494949495,1.0,0,0,0,0,0.0,Low Risk
INT-102640,2025-05-24 23:43:31.858293,Finance,Analyst,Which campaign had highest ROI?,Marketing,Revenue,Predictive,0.64,1916,3.0,,,1.916,0.3429355281207133,0.6464646464646465,,0,0,0,0,0.0,Low Risk
INT-102641,2025-10-10 12:38:31.858294,Finance,Intern,What is customer churn rate?,Sales,Revenue,Predictive,0.6,1826,1.0,High,,1.826,0.35385704175513094,0.6060606060606061,3.0,0,1,0,1,0.4,Medium Risk
INT-102642,2025-07-10 06:24:31.858296,HR,Manager,Forecast next quarter revenue,Finance,Profit Margin,Trend Analysis,0.78,1089,4.0,Low,,1.089,0.47869794159885115,0.787878787878788,1.0,0,0,0,0,0.0,Low Risk
INT-102643,2025-07-28 04:55:31.858298,Marketing,Manager,Forecast next quarter revenue,Marketing,Revenue,Descriptive,0.66,1578,5.0,Low,,1.578,0.3878975950349107,0.6666666666666667,1.0,0,0,0,0,0.0,Low Risk
INT-102644,2025-07-29 06:34:31.858300,HR,Analyst,Which campaign had highest ROI?,Customer,ROI,Trend Analysis,0.89,688,3.0,High,,0.688,0.5924170616113744,0.898989898989899,3.0,0,1,0,0,0.3,Medium Risk
INT-102645,2026-01-19 05:04:31.858302,HR,Analyst,What is customer churn rate?,Revenue,ROI,Descriptive,0.96,2486,4.0,Low,,2.486,0.28686173264486514,0.9696969696969697,1.0,0,0,1,0,0.2,Low Risk
INT-102646,2025-04-15 02:04:31.858304,Sales,Manager,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.62,379,3.0,,,0.379,0.7251631617113851,0.6262626262626263,,0,0,0,0,0.0,Low Risk
INT-102647,2025-08-11 21:32:31.858305,HR,Executive,What is customer churn rate?,Customer,ROI,Predictive,0.75,1642,4.0,,,1.642,0.3785011355034065,0.7575757575757576,,0,0,0,0,0.0,Low Risk
INT-102648,2025-05-10 05:06:31.858307,Operations,Intern,What is customer churn rate?,Marketing,Profit Margin,Trend Analysis,0.99,1907,3.0,High,,1.907,0.3439972480220158,1.0,3.0,0,1,0,0,0.3,Medium Risk
INT-102649,2025-07-03 11:54:31.858309,Operations,Intern,Forecast next quarter revenue,Finance,ROI,Predictive,0.89,1467,3.0,High,,1.467,0.40535062829347385,0.898989898989899,3.0,0,1,0,0,0.3,Medium Risk
INT-102650,2026-01-06 09:30:31.858311,Sales,Executive,Show monthly revenue trend,Marketing,Churn Rate,Descriptive,0.97,431,5.0,Medium,,0.431,0.6988120195667366,0.9797979797979798,2.0,0,0,0,0,0.0,Low Risk
INT-102651,2025-03-24 21:30:31.858313,Marketing,Executive,Forecast next quarter revenue,Revenue,Churn Rate,Descriptive,0.66,2012,5.0,Low,,2.012,0.33200531208499334,0.6666666666666667,1.0,0,0,1,0,0.2,Low Risk
INT-102652,2025-10-26 13:34:31.858314,Marketing,Executive,Which campaign had highest ROI?,Marketing,Churn Rate,Predictive,0.69,1812,3.0,High,,1.812,0.35561877667140823,0.6969696969696969,3.0,0,1,0,0,0.3,Medium Risk
INT-102653,2025-07-17 06:21:31.858316,HR,Executive,Compare sales performance by region,Sales,Revenue,Descriptive,0.66,1526,3.0,Medium,,1.526,0.39588281868566905,0.6666666666666667,2.0,0,0,0,0,0.0,Low Risk
INT-102654,2025-12-15 06:08:31.858318,HR,Executive,Forecast next quarter revenue,Customer,Conversion Rate,Trend Analysis,0.72,530,4.0,Medium,,0.53,0.6535947712418301,0.7272727272727273,2.0,0,0,0,0,0.0,Low Risk
INT-102655,2025-10-14 03:52:31.858320,HR,Executive,What is customer churn rate?,Finance,Profit Margin,Predictive,0.88,760,5.0,Low,,0.76,0.5681818181818182,0.888888888888889,1.0,0,0,0,0,0.0,Low Risk
INT-102656,2025-04-28 13:21:31.858322,Marketing,Intern,What is customer churn rate?,Revenue,Churn Rate,Descriptive,0.66,447,4.0,Low,,0.447,0.691085003455425,0.6666666666666667,1.0,0,0,0,0,0.0,Low Risk
INT-102657,2025-10-01 16:17:31.858323,Finance,Executive,Forecast next quarter revenue,Customer,Churn Rate,Trend Analysis,0.8,482,4.0,Medium,,0.482,0.6747638326585695,0.8080808080808082,2.0,0,0,0,0,0.0,Low Risk
INT-102659,2025-09-22 08:17:31.858327,Finance,Executive,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.92,1139,5.0,Medium,,1.139,0.46750818139317435,0.9292929292929294,2.0,0,0,0,0,0.0,Low Risk
INT-102660,2025-09-01 05:35:31.858329,Finance,Executive,Compare sales performance by region,Marketing,ROI,Descriptive,0.6,2279,2.0,Medium,,2.279,0.3049710277523635,0.6060606060606061,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-102661,2025-05-13 23:07:31.858331,Marketing,Intern,Compare sales performance by region,Customer,ROI,Trend Analysis,0.69,1723,4.0,Medium,,1.723,0.36724201248622845,0.6969696969696969,2.0,0,0,0,0,0.0,Low Risk
INT-102662,2025-07-10 16:36:31.858335,Finance,Intern,Which campaign had highest ROI?,Revenue,Conversion Rate,Predictive,0.84,729,3.0,Low,,0.729,0.578368999421631,0.8484848484848485,1.0,0,0,0,0,0.0,Low Risk
INT-102663,2025-07-31 01:01:31.858338,Sales,Executive,What is customer churn rate?,Finance,Revenue,Descriptive,0.64,580,5.0,High,,0.58,0.6329113924050632,0.6464646464646465,3.0,0,1,0,0,0.3,Medium Risk
INT-102664,2025-07-07 01:50:31.858341,HR,Intern,What is customer churn rate?,Customer,ROI,Descriptive,0.78,262,1.0,Medium,,0.262,0.7923930269413629,0.787878787878788,2.0,0,0,0,1,0.1,Low Risk
INT-102665,2025-05-09 08:22:31.858345,Sales,Analyst,Compare sales performance by region,Revenue,ROI,Predictive,0.77,327,3.0,Low,,0.327,0.7535795026375283,0.7777777777777778,1.0,0,0,0,0,0.0,Low Risk
INT-102666,2026-01-01 09:33:31.858348,Operations,Intern,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.93,1751,3.0,Low,,1.751,0.36350418029807346,0.9393939393939394,1.0,0,0,0,0,0.0,Low Risk
INT-102667,2025-08-05 04:02:31.858351,HR,Intern,Show monthly revenue trend,Sales,ROI,Descriptive,0.84,2410,2.0,,,2.41,0.29325513196480935,0.8484848484848485,,0,0,1,1,0.30000000000000004,Medium Risk
INT-102668,2025-03-25 01:59:31.858355,Finance,Intern,Compare sales performance by region,Marketing,Profit Margin,Predictive,0.85,494,3.0,Medium,,0.494,0.6693440428380187,0.8585858585858586,2.0,0,0,0,0,0.0,Low Risk
INT-102669,2025-05-11 21:35:31.858357,Operations,Intern,What is customer churn rate?,Finance,Revenue,Trend Analysis,0.97,378,4.0,Low,,0.378,0.7256894049346879,0.9797979797979798,1.0,0,0,0,0,0.0,Low Risk
INT-102670,2026-01-02 12:37:31.858359,HR,Manager,Show monthly revenue trend,Revenue,Profit Margin,Trend Analysis,0.98,428,3.0,Medium,,0.428,0.700280112044818,0.98989898989899,2.0,0,0,0,0,0.0,Low Risk
INT-102671,2026-01-30 14:27:31.858361,Finance,Manager,Which campaign had highest ROI?,Finance,Churn Rate,Trend Analysis,0.85,1082,4.0,Low,,1.082,0.48030739673390976,0.8585858585858586,1.0,0,0,0,0,0.0,Low Risk
INT-102672,2025-04-24 07:50:31.858363,Sales,Manager,What is customer churn rate?,Finance,Revenue,Descriptive,0.8,593,4.0,Low,,0.593,0.6277463904582549,0.8080808080808082,1.0,0,0,0,0,0.0,Low Risk
INT-102673,2025-08-05 10:42:31.858365,HR,Executive,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.84,271,4.0,High,,0.271,0.7867820613690009,0.8484848484848485,3.0,0,1,0,0,0.3,Medium Risk
INT-102674,2025-09-25 13:36:31.858367,Finance,Executive,Forecast next quarter revenue,Revenue,ROI,Trend Analysis,0.75,517,4.0,Low,,0.517,0.6591957811470007,0.7575757575757576,1.0,0,0,0,0,0.0,Low Risk
INT-102675,2025-08-08 02:01:31.858368,Sales,Analyst,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.99,794,2.0,High,,0.794,0.5574136008918618,1.0,3.0,0,1,0,1,0.4,Medium Risk
INT-102676,2025-12-13 13:10:31.858370,Operations,Manager,Show monthly revenue trend,Finance,Profit Margin,Trend Analysis,0.87,578,2.0,Medium,,0.578,0.6337135614702155,0.8787878787878788,2.0,0,0,0,1,0.1,Low Risk
INT-102677,2025-03-09 17:21:31.858375,Operations,Executive,Compare sales performance by region,Marketing,Churn Rate,Predictive,0.71,1106,5.0,Low,,1.106,0.47483380816714155,0.7171717171717171,1.0,0,0,0,0,0.0,Low Risk
INT-102678,2025-05-14 13:53:31.858377,Operations,Intern,Compare sales performance by region,Customer,ROI,Trend Analysis,0.62,335,4.0,High,,0.335,0.7490636704119851,0.6262626262626263,3.0,0,1,0,0,0.3,Medium Risk
INT-102679,2025-07-09 17:44:31.858379,Operations,Intern,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.62,1601,4.0,Medium,,1.601,0.3844675124951942,0.6262626262626263,2.0,0,0,0,0,0.0,Low Risk
INT-102680,2025-07-29 15:25:31.858381,Marketing,Manager,Forecast next quarter revenue,Sales,Profit Margin,Trend Analysis,0.68,1342,4.0,High,,1.342,0.4269854824935952,0.686868686868687,3.0,0,1,0,0,0.3,Medium Risk
INT-102681,2025-10-21 09:31:31.858383,HR,Analyst,Compare sales performance by region,Finance,Churn Rate,Trend Analysis,0.69,1105,1.0,High,,1.105,0.4750593824228029,0.6969696969696969,3.0,0,1,0,1,0.4,Medium Risk
INT-102682,2025-06-17 05:57:31.858384,HR,Analyst,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.76,729,5.0,,,0.729,0.578368999421631,0.7676767676767677,,0,0,0,0,0.0,Low Risk
INT-102683,2025-03-12 05:40:31.858386,Marketing,Intern,Forecast next quarter revenue,Customer,Conversion Rate,Trend Analysis,0.68,722,1.0,Low,,0.722,0.5807200929152149,0.686868686868687,1.0,0,0,0,1,0.1,Low Risk
INT-102685,2025-10-30 18:07:31.858390,Finance,Manager,Compare sales performance by region,Customer,Profit Margin,Trend Analysis,0.68,772,2.0,Medium,,0.772,0.5643340857787811,0.686868686868687,2.0,0,0,0,1,0.1,Low Risk
INT-102686,2025-07-09 21:06:31.858392,Operations,Intern,Show monthly revenue trend,Customer,Profit Margin,Trend Analysis,0.67,843,4.0,Low,,0.843,0.5425935973955507,0.6767676767676768,1.0,0,0,0,0,0.0,Low Risk
INT-102687,2026-01-12 05:35:31.858393,Sales,Executive,What is customer churn rate?,Sales,Revenue,Predictive,0.78,1492,1.0,Medium,,1.492,0.4012841091492777,0.787878787878788,2.0,0,0,0,1,0.1,Low Risk
INT-102688,2025-03-17 17:30:31.858395,Finance,Executive,Compare sales performance by region,Finance,ROI,Predictive,0.95,746,5.0,Low,,0.746,0.572737686139748,0.9595959595959596,1.0,0,0,0,0,0.0,Low Risk
INT-102690,2025-07-26 17:23:31.858399,HR,Intern,Which campaign had highest ROI?,Finance,Conversion Rate,Trend Analysis,0.76,1786,2.0,Low,,1.786,0.3589375448671931,0.7676767676767677,1.0,0,0,0,1,0.1,Low Risk
INT-102691,2026-02-03 04:48:31.858401,Sales,Intern,Show monthly revenue trend,Marketing,Churn Rate,Predictive,0.83,754,3.0,High,,0.754,0.5701254275940707,0.8383838383838383,3.0,0,1,0,0,0.3,Medium Risk
INT-102692,2025-12-31 21:58:31.858403,HR,Executive,What is customer churn rate?,Finance,Profit Margin,Predictive,0.7,1963,1.0,High,,1.963,0.3374957813027337,0.7070707070707071,3.0,0,1,0,1,0.4,Medium Risk
INT-102693,2025-12-31 10:19:31.858404,Marketing,Intern,Compare sales performance by region,Sales,ROI,Predictive,0.74,2358,5.0,Low,,2.358,0.29779630732578916,0.7474747474747475,1.0,0,0,1,0,0.2,Low Risk
INT-102694,2025-07-03 14:59:31.858406,Marketing,Intern,What is customer churn rate?,Marketing,Profit Margin,Predictive,0.68,2424,3.0,High,,2.424,0.29205607476635514,0.686868686868687,3.0,0,1,1,0,0.5,Medium Risk
INT-102695,2025-10-08 06:55:31.858408,Operations,Intern,Forecast next quarter revenue,Finance,Revenue,Predictive,0.82,1774,4.0,Medium,,1.774,0.3604902667627974,0.8282828282828283,2.0,0,0,0,0,0.0,Low Risk
INT-102696,2025-05-01 01:43:31.858410,Finance,Analyst,Compare sales performance by region,Marketing,Revenue,Predictive,0.87,823,1.0,Medium,,0.823,0.5485463521667581,0.8787878787878788,2.0,0,0,0,1,0.1,Low Risk
INT-102697,2025-03-13 01:02:31.858412,Operations,Intern,Compare sales performance by region,Sales,Churn Rate,Descriptive,0.86,2188,4.0,Low,,2.188,0.31367628607277287,0.8686868686868687,1.0,0,0,1,0,0.2,Low Risk
INT-102698,2026-01-31 22:14:31.858413,HR,Manager,Forecast next quarter revenue,Finance,ROI,Predictive,0.7,1143,4.0,High,,1.143,0.46663555762949144,0.7070707070707071,3.0,0,1,0,0,0.3,Medium Risk
INT-102699,2025-03-30 04:57:31.858415,Operations,Analyst,Which campaign had highest ROI?,Revenue,ROI,Descriptive,0.9,672,4.0,Medium,,0.672,0.5980861244019138,0.9090909090909092,2.0,0,0,0,0,0.0,Low Risk
INT-102700,2025-07-02 11:48:31.858417,Sales,Intern,Compare sales performance by region,Sales,Churn Rate,Descriptive,0.7,1786,5.0,Low,,1.786,0.3589375448671931,0.7070707070707071,1.0,0,0,0,0,0.0,Low Risk
INT-102701,2025-07-09 01:26:31.858419,HR,Intern,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.66,1193,1.0,,,1.193,0.45599635202918376,0.6666666666666667,,0,0,0,1,0.1,Low Risk
INT-102702,2025-10-06 23:22:31.858421,Marketing,Manager,Show monthly revenue trend,Customer,Revenue,Trend Analysis,0.74,1321,4.0,Low,,1.321,0.43084877208099964,0.7474747474747475,1.0,0,0,0,0,0.0,Low Risk
